"Image_ID","Scene_Type","Objects_Detected","Bounding_Boxes","Confidence"
"IMG_1689","Fire Scene","fire","fire:[188.0,200.0,240.0,265.0]; fire:[237.0,271.0,260.0,293.0]","1.0"
"IMG_1690","Fire Scene","fire","fire:[189.0,193.0,236.0,262.0]; fire:[236.0,268.0,260.0,294.0]","1.0"
"IMG_1691","Fire Scene","fire","fire:[398.0,222.0,438.0,247.0]; fire:[246.0,13.0,384.0,160.0]","1.0"
"IMG_1692","Fire Scene","fire","fire:[186.0,170.0,231.0,248.0]; fire:[231.0,254.0,261.0,295.0]","1.0"
"IMG_1693","Fire Scene","fire","fire:[183.0,108.0,233.0,189.0]; fire:[231.0,193.0,257.0,247.0]","1.0"
"IMG_1694","Fire Scene","fire","fire:[221.0,127.0,250.0,180.0]; fire:[171.0,46.0,222.0,120.0]","1.0"
"IMG_1695","Fire Scene","fire","fire:[157.0,3.0,205.0,56.0]; fire:[210.0,67.0,227.0,117.0]","1.0"
"IMG_1696","Fire Scene","fire","fire:[393.0,220.5,433.0,245.5]; fire:[249.0,5.0,389.0,159.0]","1.0"
"IMG_1697","Fire Scene","fire","fire:[243.0,0.0,388.0,166.0]","1.0"
"IMG_1698","Fire Scene","fire","fire:[269.0,0.0,388.0,166.0]","1.0"
"IMG_1699","Fire Scene","fire","fire:[269.0,0.0,388.0,166.0]","1.0"
"IMG_1700","Fire Scene","fire","fire:[219.5,190.5,261.5,231.5]","1.0"
"IMG_1701","Fire Scene","fire","fire:[269.0,0.0,388.0,166.0]","1.0"
"IMG_1702","Fire Scene","fire","fire:[298.0,20.0,388.0,163.0]","1.0"
"IMG_1703","Fire Scene","fire","fire:[292.0,0.0,387.0,163.0]","1.0"
"IMG_1704","Fire Scene","fire","fire:[292.0,0.0,387.0,163.0]","1.0"
"IMG_1705","Fire Scene","fire","fire:[292.0,0.0,387.0,163.0]","1.0"
"IMG_1706","Fire Scene","fire","fire:[292.0,0.0,387.0,163.0]","1.0"
"IMG_1707","Fire Scene","fire","fire:[277.0,0.0,387.0,162.0]","1.0"
"IMG_1708","Fire Scene","fire","fire:[281.0,0.5,391.0,162.5]","1.0"
"IMG_1709","Fire Scene","fire","fire:[281.0,0.0,391.0,162.0]","1.0"
"IMG_1710","Fire Scene","fire","fire:[220.0,186.0,262.0,230.0]","1.0"
"IMG_1711","Fire Scene","fire","fire:[220.0,191.0,261.0,230.0]","1.0"
"IMG_1712","Fire Scene","fire","fire:[220.0,191.0,261.0,230.0]","1.0"
"IMG_1713","Fire Scene","fire","fire:[220.0,186.0,261.0,230.0]","1.0"
"IMG_1714","Fire Scene","fire","fire:[298.0,163.0,317.0,185.0]; fire:[267.0,208.0,312.0,281.0]","1.0"
"IMG_1715","Fire Scene","fire","fire:[266.0,183.0,321.0,298.0]","1.0"
"IMG_1716","Fire Scene","fire","fire:[266.0,183.0,321.0,298.0]; fire:[215.0,236.0,228.0,248.0]","1.0"
"IMG_1717","Fire Scene","fire","fire:[220.0,186.0,261.0,230.0]","1.0"
"IMG_1718","Fire Scene","fire","fire:[261.0,190.0,313.0,294.0]; fire:[216.0,239.0,227.0,248.0]","1.0"
"IMG_1719","Fire Scene","fire","fire:[211.0,238.0,226.0,249.0]; fire:[262.0,204.0,306.0,291.0]","1.0"
"IMG_1720","Fire Scene","fire","fire:[148.0,162.0,158.0,193.0]; fire:[211.0,236.0,224.0,248.0]; fire:[260.0,189.0,315.0,295.0]","1.0"
"IMG_1721","Fire Scene","fire","fire:[145.0,171.0,160.0,206.0]; fire:[210.0,234.0,224.0,250.0]; fire:[253.0,193.0,317.0,295.0]","1.0"
"IMG_1722","Fire Scene","fire","fire:[211.0,236.0,221.0,249.0]; fire:[253.0,196.0,313.0,294.0]","1.0"
"IMG_1723","Fire Scene","fire","fire:[210.0,235.0,224.0,248.0]; fire:[256.0,196.0,305.0,293.0]","1.0"
"IMG_1724","Fire Scene","fire","fire:[208.0,235.0,224.0,248.0]; fire:[252.0,203.0,308.0,292.0]","1.0"
"IMG_1725","Fire Scene","fire","fire:[208.0,237.0,223.0,248.0]; fire:[253.0,207.0,304.0,294.0]","1.0"
"IMG_1726","Fire Scene","fire","fire:[253.0,188.0,309.0,295.0]; fire:[208.0,236.0,223.0,248.0]","1.0"
"IMG_1727","Fire Scene","fire","fire:[208.0,236.0,224.0,248.0]; fire:[255.0,193.0,311.0,294.0]","1.0"
"IMG_1728","Fire Scene","fire","fire:[220.0,186.0,261.0,230.0]","1.0"
"IMG_1729","Fire Scene","fire","fire:[206.0,236.0,224.0,249.0]; fire:[252.0,206.0,315.0,293.0]","1.0"
"IMG_1730","Fire Scene","fire","fire:[205.0,235.0,222.0,249.0]; fire:[250.0,196.0,308.0,293.0]","1.0"
"IMG_1731","Fire Scene","fire","fire:[206.0,236.0,225.0,249.0]; fire:[253.0,197.0,307.0,293.0]","1.0"
"IMG_1732","Fire Scene","fire","fire:[206.0,237.0,222.0,249.0]; fire:[252.0,206.0,306.0,295.0]","1.0"
"IMG_1733","Fire Scene","fire","fire:[210.0,236.0,225.0,249.0]; fire:[257.0,209.0,306.0,292.0]","1.0"
"IMG_1734","Fire Scene","fire","fire:[208.0,236.0,225.0,251.0]; fire:[256.0,217.0,305.0,293.0]","1.0"
"IMG_1735","Fire Scene","fire","fire:[259.0,190.0,324.0,295.0]; fire:[210.0,236.0,225.0,250.0]","1.0"
"IMG_1736","Fire Scene","fire","fire:[257.0,194.0,316.0,294.0]; fire:[208.0,243.0,224.0,257.0]","1.0"
"IMG_1737","Fire Scene","fire","fire:[220.0,184.0,261.0,230.0]","1.0"
"IMG_1738","Fire Scene","fire","fire:[303.0,169.5,403.0,513.5]; fire:[370.0,542.5,397.0,673.5]","1.0"
"IMG_1739","Fire Scene","fire","fire:[304.0,221.0,397.0,535.0]; fire:[372.67,577.17,399.67,675.17]","1.0"
"IMG_1740","Fire Scene","fire","fire:[312.0,146.5,400.0,533.5]; fire:[369.0,573.5,394.0,674.5]","1.0"
"IMG_1741","Fire Scene","fire","fire:[334.0,336.5,398.0,637.5]","1.0"
"IMG_1742","Fire Scene","fire","fire:[327.5,355.0,389.5,649.0]","1.0"
"IMG_1743","Fire Scene","fire","fire:[315.83,342.33,374.83,638.33]","1.0"
"IMG_1744","Fire Scene","fire","fire:[307.5,317.5,373.5,602.5]","1.0"
"IMG_1745","Fire Scene","fire","fire:[326.0,317.5,396.0,594.5]","1.0"
"IMG_1746","Fire Scene","fire","fire:[363.5,375.5,410.5,604.5]","1.0"
"IMG_1747","Fire Scene","fire","fire:[408.5,314.5,460.5,532.5]","1.0"
"IMG_1748","Fire Scene","fire","fire:[409.5,359.0,464.5,591.0]","1.0"
"IMG_1749","Fire Scene","fire","fire:[410.5,343.5,487.5,583.5]","1.0"
"IMG_1750","Fire Scene","fire","fire:[408.0,285.0,488.0,591.0]","1.0"
"IMG_1751","Fire Scene","fire","fire:[402.5,313.0,491.5,591.0]","1.0"
"IMG_1752","Fire Scene","fire","fire:[395.5,309.0,485.5,590.0]","1.0"
"IMG_1753","Fire Scene","fire","fire:[391.0,325.5,481.0,591.5]","1.0"
"IMG_1754","Fire Scene","fire","fire:[375.0,251.0,470.0,581.0]","1.0"
"IMG_1755","Fire Scene","fire","fire:[370.67,311.0,461.67,591.0]","1.0"
"IMG_1756","Fire Scene","fire","fire:[370.5,291.0,452.5,583.0]","1.0"
"IMG_1757","Fire Scene","fire","fire:[353.5,316.5,462.5,596.5]","1.0"
"IMG_1758","General Incident Scene","unknown","unknown:[359.5,280.0,454.5,560.0]","1.0"
"IMG_1759","Fire Scene","fire","fire:[338.0,293.0,461.0,577.0]","1.0"
"IMG_1760","Fire Scene","fire","fire:[356.0,278.0,448.0,568.0]","1.0"
"IMG_1761","Fire Scene","fire","fire:[334.0,343.5,453.0,575.5]","1.0"
"IMG_1762","General Incident Scene","unknown","unknown:[358.0,297.5,447.0,574.5]","1.0"
"IMG_1763","Fire Scene","fire","fire:[346.5,301.0,449.5,570.0]","1.0"
"IMG_1764","General Incident Scene","unknown","unknown:[357.5,243.0,440.5,571.0]","1.0"
"IMG_1765","Fire Scene","fire","fire:[347.5,245.5,442.5,565.5]","1.0"
"IMG_1766","General Incident Scene","unknown","unknown:[356.0,289.0,447.0,570.0]","1.0"
"IMG_1767","General Incident Scene","unknown","unknown:[354.0,331.0,445.0,566.0]","1.0"
"IMG_1768","General Incident Scene","unknown","unknown:[357.0,302.0,443.0,558.0]","1.0"
"IMG_1769","General Incident Scene","unknown","unknown:[366.0,261.0,485.0,586.0]","1.0"
"IMG_1770","General Incident Scene","unknown","unknown:[352.0,266.5,487.0,593.5]","1.0"
"IMG_1771","General Incident Scene","unknown","unknown:[266.0,456.0,347.0,720.0]; unknown:[314.5,381.0,329.5,421.0]","1.0"
"IMG_1772","Fire Scene","fire","fire:[272.0,526.0,339.0,720.0]; fire:[309.5,420.0,341.5,512.0]; fire:[319.0,363.0,345.0,401.0]","1.0"
"IMG_1773","General Incident Scene","unknown","unknown:[256.0,421.0,333.0,720.0]","1.0"
"IMG_1774","Fire Scene","fire","fire:[251.0,469.0,336.0,720.0]","1.0"
"IMG_1775","General Incident Scene","unknown","unknown:[252.0,492.0,342.0,720.0]; unknown:[290.5,403.5,345.5,493.5]","1.0"
"IMG_1776","General Incident Scene","unknown","unknown:[255.0,438.0,345.0,720.0]","1.0"
"IMG_1777","Fire Scene","fire","fire:[249.0,443.0,351.0,720.0]","1.0"
"IMG_1778","Fire Scene","fire","fire:[252.5,488.0,344.5,720.0]","1.0"
"IMG_1779","General Incident Scene","unknown","unknown:[251.0,409.0,342.0,720.0]","1.0"
"IMG_1780","Fire Scene","fire","fire:[250.0,399.0,345.0,720.0]","1.0"
"IMG_1781","Fire Scene","fire","fire:[243.5,338.0,346.5,720.0]","1.0"
"IMG_1782","Fire Scene","fire","fire:[243.5,479.0,346.5,720.0]","1.0"
"IMG_1783","Fire Scene","unknown","unknown:[242.5,364.0,353.5,720.0]","1.0"
"IMG_1784","Fire Scene","unknown","unknown:[246.0,429.0,348.0,720.0]; unknown:[278.0,342.5,340.0,426.5]","1.0"
"IMG_1785","Fire Scene","unknown","unknown:[213.0,255.0,363.0,720.0]","1.0"
"IMG_1786","General Incident Scene","unknown","unknown:[215.5,191.0,388.5,720.0]","1.0"
"IMG_1787","Fire Scene","unknown","unknown:[196.5,252.0,365.5,720.0]","1.0"
"IMG_1788","Fire Scene","fire","fire:[201.0,258.0,361.0,720.0]","1.0"
"IMG_1789","General Incident Scene","unknown","unknown:[211.5,211.0,368.5,720.0]","1.0"
"IMG_1790","General Incident Scene","unknown","unknown:[183.0,216.0,393.0,720.0]","1.0"
"IMG_1791","Fire Scene","unknown","unknown:[345.5,395.5,404.5,520.5]","1.0"
"IMG_1792","General Incident Scene","unknown","unknown:[345.0,381.0,406.0,513.0]","1.0"
"IMG_1793","General Incident Scene","unknown","unknown:[345.5,384.5,405.5,524.5]","1.0"
"IMG_1794","Fire Scene","fire","fire:[353.0,360.0,410.0,521.0]","1.0"
"IMG_1795","Fire Scene","fire","fire:[337.0,346.5,410.0,527.5]","1.0"
"IMG_1796","General Incident Scene","unknown","unknown:[344.0,417.5,392.0,526.5]","1.0"
"IMG_1797","Fire Scene","fire","fire:[356.5,372.0,404.5,508.0]","1.0"
"IMG_1798","Fire Scene","fire","fire:[348.0,346.5,399.0,513.5]","1.0"
"IMG_1799","Fire Scene","fire","fire:[340.5,305.5,395.5,516.5]","1.0"
"IMG_1800","Fire Scene","fire","fire:[343.5,311.0,400.5,521.0]","1.0"
"IMG_1801","Fire Scene","fire","fire:[351.5,333.5,405.5,513.5]","1.0"
"IMG_1802","General Incident Scene","unknown","unknown:[337.5,325.5,408.5,532.5]","1.0"
"IMG_1803","General Incident Scene","unknown","unknown:[347.5,311.0,397.5,517.0]","1.0"
"IMG_1804","Fire Scene","fire","fire:[348.5,331.0,393.5,519.0]","1.0"
"IMG_1805","Fire Scene","unknown","unknown:[345.5,309.0,407.5,517.0]","1.0"
"IMG_1806","Fire Scene","unknown","unknown:[339.5,306.5,396.5,512.5]","1.0"
"IMG_1807","Fire Scene","fire","fire:[334.5,311.0,401.5,517.0]","1.0"
"IMG_1808","General Incident Scene","unknown","unknown:[337.5,303.0,396.5,501.0]","1.0"
"IMG_1809","Fire Scene","fire","fire:[351.5,305.5,395.5,511.5]","1.0"
"IMG_1810","General Incident Scene","unknown","unknown:[328.0,312.0,413.0,507.0]","1.0"
"IMG_1811","General Incident Scene","unknown","unknown:[333.5,306.5,390.5,504.5]","1.0"
"IMG_1812","Fire Scene","fire","fire:[339.0,313.0,395.0,511.0]","1.0"
"IMG_1813","General Incident Scene","unknown","unknown:[345.0,308.0,393.0,508.0]","1.0"
"IMG_1814","Fire Scene","fire","fire:[344.0,320.0,388.0,508.0]","1.0"
"IMG_1815","General Incident Scene","unknown","unknown:[344.0,317.5,388.0,502.5]","1.0"
"IMG_1816","General Incident Scene","unknown","unknown:[347.5,333.5,393.5,514.5]","1.0"
"IMG_1817","General Incident Scene","unknown","unknown:[348.0,339.0,396.0,510.0]","1.0"
"IMG_1818","General Incident Scene","unknown","unknown:[348.0,314.5,393.0,506.5]","1.0"
"IMG_1819","General Incident Scene","unknown","unknown:[348.0,305.5,394.0,506.5]","1.0"
"IMG_1820","Fire Scene","unknown","unknown:[345.5,314.5,396.5,497.5]","1.0"
"IMG_1821","General Incident Scene","unknown","unknown:[347.0,310.0,390.0,510.0]","1.0"
"IMG_1822","Fire Scene","unknown","unknown:[339.0,303.0,392.0,509.0]","1.0"
"IMG_1823","General Incident Scene","unknown","unknown:[351.5,319.0,392.5,507.0]","1.0"
"IMG_1824","Fire Scene","fire","fire:[347.0,322.5,392.0,506.5]","1.0"
"IMG_1825","General Incident Scene","unknown","unknown:[340.0,313.0,402.0,511.0]","1.0"
"IMG_1826","General Incident Scene","unknown","unknown:[347.5,315.5,392.5,510.5]","1.0"
"IMG_1827","General Incident Scene","unknown","unknown:[346.5,335.0,391.5,519.0]","1.0"
"IMG_1828","Fire Scene","unknown","unknown:[352.5,335.5,414.5,516.5]","1.0"
"IMG_1829","Fire Scene","fire","fire:[358.5,315.5,407.5,511.5]","1.0"
"IMG_1830","Fire Scene","fire","fire:[352.5,322.0,400.5,521.0]","1.0"
"IMG_1831","Fire Scene","fire","fire:[343.5,314.0,405.5,518.0]","1.0"
"IMG_1832","General Incident Scene","unknown","unknown:[308.5,388.5,344.5,565.5]","1.0"
"IMG_1833","General Incident Scene","unknown","unknown:[313.5,413.5,345.5,573.5]","1.0"
"IMG_1834","Fire Scene","fire","fire:[307.0,397.0,345.0,571.0]","1.0"
"IMG_1835","Fire Scene","fire","fire:[308.5,440.0,343.5,571.0]","1.0"
"IMG_1836","General Incident Scene","unknown","unknown:[308.0,453.5,346.0,572.5]","1.0"
"IMG_1837","General Incident Scene","unknown","unknown:[311.5,442.5,347.5,574.5]","1.0"
"IMG_1838","General Incident Scene","unknown","unknown:[307.5,406.0,350.5,571.0]","1.0"
"IMG_1839","General Incident Scene","unknown","unknown:[311.0,401.0,355.0,572.0]","1.0"
"IMG_1840","General Incident Scene","unknown","unknown:[310.5,399.0,351.5,572.0]","1.0"
"IMG_1841","General Incident Scene","unknown","unknown:[308.0,400.0,351.0,570.0]","1.0"
"IMG_1842","General Incident Scene","unknown","unknown:[308.0,374.5,352.0,572.5]","1.0"
"IMG_1843","General Incident Scene","unknown","unknown:[328.5,331.0,338.5,386.0]","1.0"
"IMG_1844","General Incident Scene","unknown","unknown:[311.0,442.5,343.0,575.5]","1.0"
"IMG_1845","General Incident Scene","unknown","unknown:[312.0,447.0,345.0,569.0]","1.0"
"IMG_1846","General Incident Scene","unknown","unknown:[309.5,446.0,344.5,572.0]","1.0"
"IMG_1847","General Incident Scene","unknown","unknown:[310.5,415.5,348.5,573.5]","1.0"
"IMG_1848","General Incident Scene","unknown","unknown:[310.5,401.0,347.5,572.0]","1.0"
"IMG_1849","General Incident Scene","unknown","unknown:[308.0,379.0,344.0,570.0]","1.0"
"IMG_1850","General Incident Scene","unknown","unknown:[310.5,397.0,345.5,572.0]","1.0"
"IMG_1851","General Incident Scene","unknown","unknown:[311.5,393.0,344.5,567.0]","1.0"
"IMG_1852","General Incident Scene","unknown","unknown:[311.5,448.0,351.5,578.0]","1.0"
"IMG_1853","General Incident Scene","unknown","unknown:[310.5,451.0,351.5,573.0]","1.0"
"IMG_1854","General Incident Scene","unknown","unknown:[314.5,437.0,341.5,571.0]","1.0"
"IMG_1855","General Incident Scene","unknown","unknown:[327.5,342.5,336.5,383.5]","1.0"
"IMG_1856","General Incident Scene","unknown","unknown:[295.0,373.0,342.0,569.0]","1.0"
"IMG_1857","General Incident Scene","unknown","unknown:[289.0,351.5,342.0,575.5]","1.0"
"IMG_1858","General Incident Scene","unknown","unknown:[282.0,389.0,342.0,573.0]","1.0"
"IMG_1859","General Incident Scene","unknown","unknown:[288.0,380.0,341.0,570.0]","1.0"
"IMG_1860","General Incident Scene","unknown","unknown:[326.0,344.5,338.0,385.5]","1.0"
"IMG_1861","General Incident Scene","unknown","unknown:[327.0,340.0,339.0,384.0]","1.0"
"IMG_1862","General Incident Scene","unknown","unknown:[325.5,342.5,338.5,383.5]","1.0"
"IMG_1863","General Incident Scene","unknown","unknown:[273.0,437.0,348.0,569.0]","1.0"
"IMG_1864","General Incident Scene","unknown","unknown:[323.5,256.5,342.5,385.5]","1.0"
"IMG_1865","General Incident Scene","unknown","unknown:[323.0,237.5,344.0,383.5]","1.0"
"IMG_1866","General Incident Scene","unknown","unknown:[319.0,233.5,344.0,384.5]","1.0"
"IMG_1867","General Incident Scene","unknown","unknown:[319.0,174.0,347.0,389.0]","1.0"
"IMG_1868","General Incident Scene","unknown","unknown:[300.0,158.0,349.0,390.0]","1.0"
"IMG_1869","General Incident Scene","unknown","unknown:[302.0,140.0,350.0,390.0]","1.0"
"IMG_1870","General Incident Scene","unknown","unknown:[292.5,143.5,361.5,395.5]","1.0"
"IMG_1871","General Incident Scene","unknown","unknown:[256.5,140.0,371.5,390.0]","1.0"
"IMG_1872","General Incident Scene","unknown","unknown:[202.0,103.0,410.0,390.0]","1.0"
"IMG_1873","General Incident Scene","unknown","unknown:[204.5,109.0,406.5,389.0]","1.0"
"IMG_1874","General Incident Scene","unknown","unknown:[208.5,82.0,406.5,392.0]","1.0"
"IMG_1875","General Incident Scene","unknown","unknown:[198.5,110.0,402.5,392.0]","1.0"
"IMG_1876","General Incident Scene","unknown","unknown:[330.0,515.5,347.0,537.5]","1.0"
"IMG_1877","General Incident Scene","unknown","unknown:[330.5,513.5,344.5,542.5]","1.0"
"IMG_1878","General Incident Scene","unknown","unknown:[331.0,511.0,346.0,540.0]","1.0"
"IMG_1879","General Incident Scene","unknown","unknown:[330.5,503.0,345.5,541.0]","1.0"
"IMG_1880","General Incident Scene","unknown","unknown:[332.5,504.5,346.5,541.5]","1.0"
"IMG_1881","General Incident Scene","unknown","unknown:[331.0,492.5,346.0,543.5]","1.0"
"IMG_1882","General Incident Scene","unknown","unknown:[331.5,492.5,346.5,537.5]","1.0"
"IMG_1883","General Incident Scene","unknown","unknown:[332.0,495.5,347.0,542.5]","1.0"
"IMG_1884","General Incident Scene","unknown","unknown:[331.0,499.0,346.0,539.0]","1.0"
"IMG_1885","General Incident Scene","unknown","unknown:[328.0,485.5,347.0,542.5]","1.0"
"IMG_1886","General Incident Scene","unknown","unknown:[331.0,491.0,348.0,540.0]","1.0"
"IMG_1887","General Incident Scene","unknown","unknown:[332.0,495.5,347.0,538.5]","1.0"
"IMG_1888","General Incident Scene","unknown","unknown:[330.0,491.0,345.0,542.0]","1.0"
"IMG_1889","General Incident Scene","unknown","unknown:[331.5,495.5,344.5,541.5]","1.0"
"IMG_1890","General Incident Scene","unknown","unknown:[329.0,484.5,347.0,544.5]","1.0"
"IMG_1891","General Incident Scene","unknown","unknown:[329.5,500.0,346.5,542.0]","1.0"
"IMG_1892","General Incident Scene","unknown","unknown:[329.0,496.5,348.0,543.5]","1.0"
"IMG_1893","General Incident Scene","unknown","unknown:[330.5,494.5,348.5,542.5]","1.0"
"IMG_1894","General Incident Scene","unknown","unknown:[329.5,496.5,346.5,537.5]","1.0"
"IMG_1895","General Incident Scene","unknown","unknown:[326.0,482.5,348.0,544.5]","1.0"
"IMG_1896","General Incident Scene","unknown","unknown:[326.5,494.5,346.5,538.5]","1.0"
"IMG_1897","General Incident Scene","unknown","unknown:[328.5,490.0,345.5,540.0]; unknown:[315.0,493.0,321.0,509.0]","1.0"
"IMG_1898","General Incident Scene","unknown","unknown:[329.0,494.5,346.0,537.5]; unknown:[314.5,493.0,320.5,511.0]","1.0"
"IMG_1899","General Incident Scene","unknown","unknown:[329.0,494.5,347.0,541.5]; unknown:[316.5,483.0,321.5,511.0]","1.0"
"IMG_1900","General Incident Scene","unknown","unknown:[331.0,485.5,348.0,540.5]; unknown:[313.0,487.0,323.0,509.0]","1.0"
"IMG_1901","General Incident Scene","unknown","unknown:[330.5,491.0,347.5,542.0]; unknown:[314.5,491.0,323.5,513.0]","1.0"
"IMG_1902","General Incident Scene","unknown","unknown:[313.0,483.0,323.0,510.0]; unknown:[329.0,493.5,348.0,536.5]","1.0"
"IMG_1903","General Incident Scene","unknown","unknown:[311.0,479.0,323.0,509.0]; unknown:[330.0,479.0,351.0,539.0]","1.0"
"IMG_1904","General Incident Scene","unknown","unknown:[312.0,481.0,322.0,510.0]; unknown:[328.5,484.5,349.5,541.5]","1.0"
"IMG_1905","General Incident Scene","unknown","unknown:[313.0,480.0,322.0,511.0]; unknown:[329.0,486.5,349.0,537.5]","1.0"
"IMG_1906","General Incident Scene","unknown","unknown:[312.0,476.5,323.0,512.5]; unknown:[329.5,485.0,347.5,539.0]","1.0"
"IMG_1907","General Incident Scene","unknown","unknown:[311.0,471.0,322.0,509.0]; unknown:[328.0,485.5,350.0,540.5]","1.0"
"IMG_1908","General Incident Scene","unknown","unknown:[309.5,474.5,322.5,513.5]; unknown:[328.5,470.0,349.5,540.0]","1.0"
"IMG_1909","General Incident Scene","unknown","unknown:[310.5,465.5,325.5,515.5]; unknown:[330.0,483.0,351.0,538.0]","1.0"
"IMG_1910","General Incident Scene","unknown","unknown:[309.5,473.0,326.5,511.0]; unknown:[329.5,483.0,352.5,541.0]","1.0"
"IMG_1911","General Incident Scene","unknown","unknown:[312.0,475.0,323.0,511.0]; unknown:[328.0,487.5,351.0,541.5]","1.0"
"IMG_1912","General Incident Scene","unknown","unknown:[312.5,473.5,325.5,512.5]; unknown:[329.0,478.0,348.0,538.0]","1.0"
"IMG_1913","General Incident Scene","unknown","unknown:[311.0,473.5,324.0,512.5]; unknown:[326.5,488.0,353.5,540.0]","1.0"
"IMG_1914","General Incident Scene","unknown","unknown:[310.0,467.5,322.0,514.5]; unknown:[325.0,479.5,353.0,544.5]","1.0"
"IMG_1915","General Incident Scene","unknown","unknown:[310.0,457.5,324.0,513.5]; unknown:[326.0,481.0,351.0,543.0]","1.0"
"IMG_1916","General Incident Scene","unknown","unknown:[312.5,465.5,322.5,512.5]; unknown:[326.0,482.0,353.0,542.0]","1.0"
"IMG_1917","General Incident Scene","unknown","unknown:[307.5,447.5,355.5,542.5]","1.0"
"IMG_1918","General Incident Scene","unknown","unknown:[308.0,459.0,349.0,538.0]","1.0"
"IMG_1919","General Incident Scene","unknown","unknown:[306.0,460.0,351.0,541.0]","1.0"
"IMG_1920","General Incident Scene","unknown","unknown:[309.5,452.0,353.5,540.0]","1.0"
"IMG_1921","General Incident Scene","unknown","unknown:[308.5,453.5,351.5,543.5]","1.0"
"IMG_1922","General Incident Scene","unknown","unknown:[307.5,442.5,352.5,543.5]","1.0"
"IMG_1923","General Incident Scene","unknown","unknown:[310.5,457.5,352.5,542.5]","1.0"
"IMG_1924","General Incident Scene","unknown","unknown:[310.0,442.5,355.0,544.5]","1.0"
"IMG_1925","General Incident Scene","unknown","unknown:[312.5,440.0,354.5,539.0]","1.0"
"IMG_1926","General Incident Scene","unknown","unknown:[311.0,406.5,353.0,540.5]","1.0"
"IMG_1927","General Incident Scene","unknown","unknown:[312.5,430.0,353.5,542.0]","1.0"
"IMG_1928","General Incident Scene","unknown","unknown:[314.0,422.0,353.0,541.0]","1.0"
"IMG_1929","General Incident Scene","unknown","unknown:[312.0,409.0,353.0,541.0]","1.0"
"IMG_1930","General Incident Scene","unknown","unknown:[312.5,410.0,350.5,540.0]","1.0"
"IMG_1931","General Incident Scene","unknown","unknown:[312.0,424.5,352.0,542.5]","1.0"
"IMG_1932","General Incident Scene","unknown","unknown:[305.5,407.5,360.5,545.5]","1.0"
"IMG_1933","General Incident Scene","unknown","unknown:[298.0,242.0,333.0,439.0]","1.0"
"IMG_1934","General Incident Scene","unknown","unknown:[275.5,183.0,336.5,440.0]","1.0"
"IMG_1935","General Incident Scene","unknown","unknown:[263.0,179.0,334.0,439.0]","1.0"
"IMG_1936","General Incident Scene","unknown","unknown:[297.0,545.5,335.0,616.5]","1.0"
"IMG_1937","General Incident Scene","unknown","unknown:[297.5,536.5,335.5,625.5]","1.0"
"IMG_1938","General Incident Scene","unknown","unknown:[299.5,503.5,335.5,615.5]","1.0"
"IMG_1939","General Incident Scene","unknown","unknown:[299.5,539.0,335.5,618.0]; unknown:[334.5,415.5,346.5,460.5]","1.0"
"IMG_1940","General Incident Scene","unknown","unknown:[301.0,434.0,349.0,619.0]","1.0"
"IMG_1941","General Incident Scene","unknown","unknown:[302.5,541.0,335.5,622.0]; unknown:[331.5,433.5,351.5,465.5]","1.0"
"IMG_1942","General Incident Scene","unknown","unknown:[298.5,538.0,338.5,629.0]; unknown:[336.0,429.0,351.0,455.0]","1.0"
"IMG_1943","General Incident Scene","unknown","unknown:[330.5,429.0,352.5,461.0]; unknown:[297.0,511.0,340.0,632.0]","1.0"
"IMG_1944","General Incident Scene","unknown","unknown:[326.5,435.0,352.5,469.0]; unknown:[293.5,554.0,339.5,630.0]","1.0"
"IMG_1945","General Incident Scene","unknown","unknown:[322.0,400.0,360.0,471.0]; unknown:[295.5,532.0,338.5,629.0]","1.0"
"IMG_1946","General Incident Scene","unknown","unknown:[335.5,419.0,357.5,459.0]; unknown:[319.5,481.0,334.5,511.0]; unknown:[298.5,521.0,339.5,630.0]","1.0"
"IMG_1947","General Incident Scene","unknown","unknown:[337.5,422.0,355.5,460.0]; unknown:[295.5,516.5,338.5,637.5]","1.0"
"IMG_1948","General Incident Scene","unknown","unknown:[323.5,421.0,358.5,461.0]; unknown:[299.5,508.0,338.5,629.0]","1.0"
"IMG_1949","General Incident Scene","unknown","unknown:[301.0,402.5,346.0,473.5]; unknown:[292.5,526.5,341.5,640.5]","1.0"
"IMG_1950","General Incident Scene","unknown","unknown:[314.0,420.0,359.0,498.0]; unknown:[289.5,512.5,338.5,633.5]","1.0"
"IMG_1951","General Incident Scene","unknown","unknown:[322.5,404.5,355.5,489.5]; unknown:[296.0,505.5,338.0,638.5]","1.0"
"IMG_1952","General Incident Scene","unknown","unknown:[322.0,405.5,360.0,493.5]; unknown:[292.5,513.5,338.5,633.5]","1.0"
"IMG_1953","General Incident Scene","unknown","unknown:[324.5,388.5,360.5,484.5]; unknown:[296.5,501.0,341.5,671.0]","1.0"
"IMG_1954","General Incident Scene","unknown","unknown:[329.0,395.5,364.0,457.5]; unknown:[297.0,466.5,338.0,661.5]","1.0"
"IMG_1955","General Incident Scene","unknown","unknown:[313.0,349.0,362.0,458.0]; unknown:[295.5,496.5,339.5,647.5]","1.0"
"IMG_1956","General Incident Scene","unknown","unknown:[297.0,408.5,360.0,474.5]; unknown:[294.5,503.0,341.5,650.0]","1.0"
